id,idml_label,story_file,story_self,paragraph_index,slot_id,applied_paragraph_style,text,text_sha256,content_count,br_count,footnote_count,editable_candidate
62,template_v2,Stories/Story_u10a9.xml,u10a9,60,u10a9_P0060,01 本文,「誰がお神輿に乗っているかについても、どうやらby nameで、把握しているようだ」,af32c8391eaf2c9f317636fcb44df427db7aeb00f3d281ac74721bb7998470bc,1,0,0,1
63,template_v2,Stories/Story_u10a9.xml,u10a9,61,u10a9_P0061,01 本文,「えっ？・・・それって、もしかして・・・関東工場のこと・・・でしょうか・・・」西郷が小さい声で確認する。,b496883ba040f9a761680338e8ecdfd173532cb6ae6bbf1b6a61f7fc1e3225ac,1,0,0,1
64,template_v2,Stories/Story_u10a9.xml,u10a9,62,u10a9_P0062,01 本文,「うん、たぶん。『たとえば、大手町からの転籍者がいるところとか』と言っていた」,f9cb0edec7b9e1f0db1eafeb6ec404f3b193e9b251754f70926a6b727fb13e78,1,0,0,1
65,template_v2,Stories/Story_u10a9.xml,u10a9,63,u10a9_P0063,01 本文,「間違いないですね。黒田さんのことを察知したんですね・・・ウチも大手町の受け皿になっていなかったわけではないですからねぇ・・・」,43bb75b2fcb5eaa470f9745d76e10292212c9dbf6d9de8f1bde4fc551ef88979,1,0,0,1
66,template_v2,Stories/Story_u10a9.xml,u10a9,64,u10a9_P0064,01-04 ■小見出し,人事にまで口出しするのか！,4d9d9dcc4a4f291b917423cd0e63da7e680c0275a5736142c0078a1f03f8957a,1,0,0,1
67,template_v2,Stories/Story_u10a9.xml,u10a9,65,u10a9_P0065,01 本文,少し間があって、寺田社長が低い声でこう話し出す。,1c5e99f3908ccbd745e0851587771a5a715177bbf78e2de41c1f07be35b937ad,1,0,0,1
68,template_v2,Stories/Story_u10a9.xml,u10a9,66,u10a9_P0066,01 本文,「これは、西郷さん限りにしておいてほしいんだけど・・・『会社の成長に貢献しない役職者については、このタイミングで辞めてもらうことを考えたらどうか』と、米倉さんに言われた・・・」,20c8c5da56ace6c11a92f2fce184b5c7dd7b8966c913014a1fbef226c1bc7796,1,0,0,1
69,template_v2,Stories/Story_u10a9.xml,u10a9,67,u10a9_P0067,01 本文,「えっ！ジェインは、ウチの人事にまで口を出すつもりですか？」,1841e85d82364e29f38939008165bb1680cfb53f200281b34fbb751bf8f72707,1,0,0,1
70,template_v2,Stories/Story_u10a9.xml,u10a9,68,u10a9_P0068,01 本文,「うん、私も最初はそう思った。でも・・・ここで黒田さんに辞めてもらえるんだったら・・・」,9768c9ce8775458d035242e997248c66467611cc1c4aae941e580a464020a884,1,0,0,1
71,template_v2,Stories/Story_u10a9.xml,u10a9,69,u10a9_P0069,01 本文,「・・・う～ん、確かに・・・こんなことを言っては申し訳ないですが・・・黒田さんは、大手町の組織文化を引きずっていて、パワハラ体質でもあります・・・黒田さんがいなくなったら、若手は歓迎するでしょう。会社としてもコンプラ面のリスクが減ります。関東工場からパワハラ通報があると、いつもドキドキです」コンプライアンスのこと。,7eec5502cbab76c11c9e6fe44bea14b624c978db342b3a56a819ee8fa7a06257,2,0,1,1
72,template_v2,Stories/Story_u10a9.xml,u10a9,70,u10a9_P0070,01 本文,「うん、これまでは、大手町の手前、そういうことはしにくかった。というか・・・我々が腰抜けだっただけかもしれないけど・・・。だからまぁ、複雑な気持ちなんだけど・・・」,8525ab7cdbe89c2154ebae225ca63bf09212d743fd28e9499ca2d12433403f47,1,0,0,1
73,template_v2,Stories/Story_u10a9.xml,u10a9,71,u10a9_P0071,01 本文,「今後のことを考えると、過去の遺産を、このタイミングで置いていくのも一つですね。ここでシガラミを断ち切れるのであれば・・・」,886e32b7812990e488c60d0f67773e0cefe2512a35f867b3972c3b2416c2193c,1,0,0,1
74,template_v2,Stories/Story_u10a9.xml,u10a9,72,u10a9_P0072,01 本文,「うん・・・ただ・・・大手町との関係もあるので、慎重に進めなきゃいけない」,1de1de5492869c771f3805fabec00bb2b4c7f1652e786bb4be7964a2d2e2e74e,1,0,0,1
75,template_v2,Stories/Story_u10a9.xml,u10a9,73,u10a9_P0073,01 本文,「そうですね。それにしても、会食からまだ数日なのに、米倉さんは、かなりの情報を手にしていますね」,4c0650a266ceccffeea9948f401eb3ff8a5295d0c73073fb646892655315ba00,1,0,0,1
76,template_v2,Stories/Story_u10a9.xml,u10a9,74,u10a9_P0074,01 本文,「ジェインの情報収集能力は軽視できないよ。『デューデリジェンスのレポートを読み返した』と言っていたが・・・米倉さんは、何か別の情報源も、持っているようだ。ウチの内情について、細かいことまでよく知っていた」,1d52365da8a7b82abb91b370108cdc69ae356515a1812e902dab98285c9aa2ef,1,0,0,1
77,template_v2,Stories/Story_u10a9.xml,u10a9,75,u10a9_P0075,01 本文,「そうでしたか・・・林さん？・・・いや、彼はまだそこまでウチのことをわかっていない・・・」,1f684113d204c09d259a67da20cee790d2bd1432ae3cc3ab7772ac6ff4303767,1,0,0,1
78,template_v2,Stories/Story_u10a9.xml,u10a9,76,u10a9_P0076,01 本文,「うん・・・米倉さんからは、このリストをもとに、『クロージングの翌日から２週間で、1 on 1面談をスケジューリングしてくれ』って頼まれた」,e813c58b4ea59aa28f0533a45fc44f455c492901b5ee32400290068b7ed62a17,1,0,0,1
79,template_v2,Stories/Story_u10a9.xml,u10a9,77,u10a9_P0077,01 本文,「えっ？たった２週間で！地方の工場とか事業所には、視察を兼ねて、足を運ぶのですよね。だったら、２週間だと、ちょっと無理じゃないですか？一日に何人と会うつもりでしょうか」,4e75a8c4f542314253254242103242c3a59036d54767aff1e49fde8c57a535ab,1,0,0,1
80,template_v2,Stories/Story_u10a9.xml,u10a9,78,u10a9_P0078,01 本文,「私も、『この人数となると、もう少し期間をかけたほうがいい』とアドバイスしたんだけど、『8０名くらいだったら大丈夫です』って言われて。西郷さん、忙しいときに悪いけど、アポの設定をお願いできる？」,5baf937509c63a3d390ead62705401e3f0f5cd7ede5fcb83b10a26fec15f472b,1,0,0,1
81,template_v2,Stories/Story_u10a9.xml,u10a9,79,u10a9_P0079,01 本文,「わかりました。クロージングまでに、まだ時間がありますから、調整して面談を設定します。しかし・・・『面談の目的は何か』とか、『なぜ自分が面談の対象になっているのか』とか、いろんなことを聞かれそうですね」,9bedce0ff32f0942a4c1c30f28f1ab33656799f02f37375a8468ba6f31337198,1,0,0,1
82,template_v2,Stories/Story_u10a9.xml,u10a9,80,u10a9_P0080,01 本文,「そうかもしれない。そこは、率直に、『各事業の実態を直接ヒアリングしたい』と米倉さんが言っているって、伝えるしかないだろうね」,d2f1f441da106ca4fffcadcafac08cb84116e7aa8ff389f2c074085c4b32312a,1,0,0,1
83,template_v2,Stories/Story_u10a9.xml,u10a9,81,u10a9_P0081,01 本文,「そうですね。それでも何人かは、『何か裏があるんじゃないか』って、聞いてくるでしょうね。目に浮かぶようだなぁ。それと・・・２週間でとなると、米倉さんが疲れないようにとか、バッファのための休憩を入れて、などといった配慮は入れられませんが、いいのですね」,8e7201880c2b44578528058402e3704576ed0ced1910c688fac6536066df82a6,1,0,0,1
84,template_v2,Stories/Story_u10a9.xml,u10a9,82,u10a9_P0082,01 本文,「うん、聞いてみてもいいけど、『必要ない』って言うと思うよ。1 on 1面談をうけて、『やらなきゃいけないことがたくさんあるから、早く実施したい』って、言ってた。それからクロージングの日には、『まとまった時間をとって、今後のことを話しましょう』とのことだ」,87c7ab150f0347ee556b4cd0a0a69262ff0be6c8a42663f0ceeeef2a8103fb96,1,0,0,1
85,template_v2,Stories/Story_u10a9.xml,u10a9,83,u10a9_P0083,01 本文,「わかりました・・・あっ、米倉さんとの忘年会は？」,162c718ac5061e75276c991159362f94d0a6c4ba84b5f2770f6dd1dcc5fed60c,1,0,0,1
86,template_v2,Stories/Story_u10a9.xml,u10a9,84,u10a9_P0084,01 本文,「それは、やらないと思う。新年会も、こちらからは言い出さないほうがいい。『そんな時間があるんだったら、頼んだ仕事を早くやってくれ』って言われそうだ」と言いながら笑う寺田社長。,0b60e5369fb688aea42a1f70dc207620c80f8eebe6239b1f0dff2c3dd84dd9d6,1,0,0,1
87,template_v2,Stories/Story_u10a9.xml,u10a9,85,u10a9_P0085,01 本文,「わかりました。では、すぐに1 on 1面談のアポ入れを始めます」,dace911cb8e57cd2bbaf922290981dd7b689fad3003af5f412e667c7703c1f6f,1,0,0,1
88,template_v2,Stories/Story_u10a9.xml,u10a9,86,u10a9_P0086,01-02 節 見出し,３．寺田社長と日下部代表パートナーの忘年会,8940675dbfb864edf01716cdb6d7fec0bf3d4d6aefc7f77376aa1416f419c1c1,1,0,0,1
89,template_v2,Stories/Story_u10a9.xml,u10a9,87,u10a9_P0087,01-04 ■小見出し,新年が明けた,c3425b2a3175b4486088772963338657757150280beecc787d0ab6ef5169d2eb,1,0,0,1
90,template_v2,Stories/Story_u10a9.xml,u10a9,88,u10a9_P0088,01 本文,少し経って、新年を迎えた。,5d8c58c1e2678fe9a385400c4d9bb769cc4f7dbb27c5df60ae2ce6bd533d4df3,1,0,0,1
